url,name,image,price
/vp/products/6148872639?itemId=11854047427&vendorItemId=79127247411&sourceType=CATEGORY&categoryId=497035,"
    Apple 2021 맥북프로 14, 스페이스그레이, M1 Pro 10코어, GPU 14코어, 16GB, 512GB
",//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/7518598348570230-7d2bd0b9-2a47-415e-b1f5-e14cd56252d8.jpg,"2,960,000"
/vp/products/2316242692?itemId=3055968087&vendorItemId=79823869697&sourceType=CATEGORY&categoryId=497035,"
    삼성전자 2020 갤럭시북 S 13.3, 얼씨 골드, 코어i5, 512GB, 8GB, WIN10 Home, NT767XCL-KLTE
",//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/a986/3de17d6f635acf5c610a76274f0ff63da53c9c5ddd71e8fa8f2fcbfbba61.jpg,"899,000"
/vp/products/1114811068?itemId=2079784867&vendorItemId=70078844610&sourceType=CATEGORY&categoryId=497035,"
    마이크로소프트 2019 Surface Pro7 12.3 + 블랙타입커버세트, 매트 블랙, 코어i5 10세대, 256GB, 8GB, WIN10 Home, PUV-00023
",//thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2019/12/24/16/4/72aa96ee-27e2-435e-b3c8-1bb66d716c7d.jpg,"1,184,870"
/vp/products/5762131379?itemId=9761259024&vendorItemId=77044957874&sourceType=CATEGORY&categoryId=497035,"
    레노버 2021 ThinkPad E15, 블랙, 라이젠5 4세대, 256GB, 8GB, Free DOS, 20YG0010KD
",//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/7k9nhcfs/2978d642c7b448de9a19bdab81414f79.jpg,"664,050"
/vp/products/6124433105?itemId=11632676355&vendorItemId=78907236798&sourceType=CATEGORY&categoryId=497035,"
    에이수스 VivoBook OLED 15, 투명실버, S513EA-LCP07, 코어i7, 256GB, 8GB, Free DOS
",//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/6775978331302367-f829f108-d74e-4164-a1d0-ddefd0dc2277.jpg,"849,000"
/vp/products/6078172865?itemId=11253588292&vendorItemId=78530641352&sourceType=CATEGORY&categoryId=497035,"
    에이수스 2021 TUF Gaming 15.6, 그래파이트 블랙, 라이젠7 3세대, 512GB, 8GB, Free DOS, FA506IC-CP004
",//thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/3755912781869093-3372effd-8c2e-4118-9a8c-f51080e1816c.crdownload,"1,049,000"
/vp/products/5917700352?itemId=10480759709&vendorItemId=77762512408&sourceType=CATEGORY&categoryId=497035,"
    디클 2021 클릭북 D17 + 키스킨, 화이트, 셀러론, 128GB, 8GB, WIN10 Home, D17 i1710
",//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2021/07/27/10/9/55dda0ed-fe8e-4133-b0de-b8345718453c.jpg,"369,750"
/vp/products/6148861528?itemId=11853952962&vendorItemId=79127153342&sourceType=CATEGORY&categoryId=497035,"
    레노버 2021 노트북 15.6, Arctic Grey, ideaPad Slim3-15ALC R5 82KU, 라이젠5, 256GB, 8GB, Free DOS
",//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/1nqs1tqd/438a262349344d8ba8d572588def5b0a.jpg,"529,850"
/vp/products/6133379854?itemId=11711891570&vendorItemId=80032964763&sourceType=CATEGORY&categoryId=497035,"
    HP 2021 노트북 16.1, Performance Blue, HP 빅터스 16-d0182TX, 코어i5, 256GB, 8GB, Free DOS
",//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/f074/c3a9d81f8dce3c56d3bf4aeb032af85b9b3cc507a9441be0bfe4e5bd898e.jpg,"1,560,000"
/vp/products/4322481134?itemId=5033260712&vendorItemId=72343055341&sourceType=CATEGORY&categoryId=497035,"
    Apple 2020 맥북 에어 13, 스페이스 그레이, M1, 512GB, 8GB, MAC OS, MGN73KH/A
",//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/397435914399982-8d85c955-f55a-4ea4-82ac-8e3fb24238ed.jpg,"1,502,000"
/vp/products/4923290135?itemId=6454661556&vendorItemId=79366240595&sourceType=CATEGORY&categoryId=497035,"
    에이수스 2021 X415 14, 투명 실버, 코어i5 10세대, 256GB, 8GB, Free DOS, X415JA-CP121
",//thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/1d0d/2964463c526d4b476505e3b50397a123694efd0065f01a4debe28adcb3c5.jpg,"1,029,520"
/vp/products/5720945552?itemId=9568848369&vendorItemId=76853506050&sourceType=CATEGORY&categoryId=497035,"
    에이수스 2021 TUF Gaming F15, 이클립스 그레이, 코어i5 11세대, 512GB, 8GB, Free DOS, FX506HC-CP002
",//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2021/06/23/10/5/c04ba120-68ed-42d0-a3cf-d1f036c3821e.jpg,"1,049,000"
/vp/products/322895378?itemId=1034232693&vendorItemId=5485152151&sourceType=CATEGORY&categoryId=497035,"
    이태원클라쓰북 그램스타일 노트북 풀패키지미개봉 NB141LTN41 8세대 14 IPS FHD 윈10탑재, 화이트, NB141LTN41 [32G+SD64G]
",//thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/8c5d/adbd5a1ab2ae5efda10fd7332217f7e28acf447258d47418741e53b2bbbb.jpg,"299,000"
/vp/products/6090026078?itemId=11346588239&vendorItemId=79687138805&sourceType=CATEGORY&categoryId=497035,"
    삼성전자 2021 노트북 플러스2 15.6, 블레이드 블랙, NT560XDZ-G78AB, 코어i7 11세대, 512GB, 16GB, WIN10 Home
",//thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/34df/d4e8bd087d7a95adfaeb82a0daa21ad9cbf95396e7a31a1b46a6fbf2f86e.jpg,"2,251,500"
/vp/products/6109902727?itemId=11508093360&vendorItemId=78783263598&sourceType=CATEGORY&categoryId=497035,"
    레노버 2021 IdeaPad Slim5 Pro 14, STORM GREY, 82L700A2KR, 라이젠5, 512GB, 16GB, Free DOS
",//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2021/10/06/16/9/8cf734ab-9684-4ec0-99f4-d6dabc57c75e.jpg,"899,000"
/vp/products/5422272239?itemId=10925894080&vendorItemId=78205669867&sourceType=CATEGORY&categoryId=497035,"
    삼성전자 2021 갤럭시북 프로 360 13.3 + S펜, 미스틱 네이비, 코어i5 11세대, 512GB, 16GB, WIN10 Home, NT930QDY-A51AV
",//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2021/08/13/11/2/8750f661-68a0-4bac-b8d6-0448dcc0cca6.jpg,"1,699,000"
